Feature	CON1	CON2	CON4	CON5	CON3	CON6	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON43	CON44	CON45	CON38	CON39	CON40	CON41	CON42	CON46	CON47	CON20	CON21	CON22	CON23	MI33	MI32	MI38	MI36	MI34	MI35	MI37	MI30	MI27	MI28	MI29	MI31	MI17	MI21	MI20	MI24	MI23	MI26	MI19	MI18	MI15	MI25	MI22	MI14	MI16	MI2	MI1	MI12	MI4	MI11	MI13	MI3	MI8	MI5	MI9	MI7	MI10	MI6
CG-Epi1	0	0	0	2.02054412291066e-05	0	0	0	0	0.00055709365926126	0.00080956532569434	0.00071798962903869	0	0.00072083879423328	0.00236861869090488	0	0.00038955473893338	0	0.0024081045172719	0	0.000206014309819361	0	0	0	0.00255367445379741	0	0.00639220759455141	0.00049268551504584	0.00353565114908661	0.00338057025781116	0.000163843659250387	0	0.00143804425980666	0	0	0.00116496986273616	0	0	0	0.00188735472335352	0	0	0	0.0011862396204033	0	0	0	0.0010687865430693	0	0.00089992800575952	0.000103000048066689	0.00099225489925854	0	0.000239416560259307	0	0.00102159539146965	0	0.00185693254817985	0.000244880467721693	0	0	0.000162137972929444	0	0	0.000469825742836652	0.000107887672675698	0	0.00190712984022489	0	0	6.74077524907164e-05	0.00035974612202244	0	0	0.00194741966893863	0.000127005274046819	0	0	0	0	0.000660336171141653	0	0.00043960728415947	0	0	0
CG08-08-20-14	0	0	0	0	0	0	0	0.00343237877309283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG1-02-33-12	0	0	0	0	0	0	0	0	0	0	0	0	0.00085190039318478	0	0	0.00140239706016021	0	0	0	0	0	0.00101575414766277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217913982087471	0	0	0.00048455872851789	0	0	0.00113231582175459	0	0	0.000251479186604542	0	0.00098992080633549	0	0	0	0	0.00214085009589222	0	0	0	0	0	0	0	0	0	0	0	0.00432422043914862	0	0	0	0	0	0.00183022228344828	0	0	0	0	0.000139625153005897	0	0	0	0	0	0	0	0
CG1-02-47-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042380663116107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10238-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81020522949339e-05	0	0	0	0	0	0	0.00037898885772756	0	0	0.000361586006621536	0.00765593334834498	0	0	0.00163370885946699	0.00060781036316667	0	0.00054023878554321	0	0.0093374391576438	0	0	0	0	0	0	0	0	0.00250711897981923	0	0	0	0.00190481949567636	0	0.00240845635787877	0	0	0	0	0	0	0	4.89116346105249e-05	0	0	0	0	0	0	0.00334789401524086	0	0	0.00050183514223581	0	0	3.54528091189515e-05	0	0	0	0	0	0	0	0	0.001738861625256	0
CR-4	0	0	0	0	0.00020643503890727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSSED10-239	0	0	0	0	0	0	0	0	0	0.0178104371652759	0.00173514160351017	0	0	0	0	0.00553167729285426	0	0	0	0	0.00098425196850393	0	0	0.00198619124184243	0	0	0.00041688774350034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215982721382289	0	0	0	0	0	0	0	0.0074779175588865	0	0	0.00133856009178696	0	0	0	8.43276974322216e-05	2.66024398378433e-05	0	0.00449235029030754	0	0	4.94323518265254e-05	0	0.00141694628395995	0	0	0	0	0.000139625153005897	0	0	0	0.00050970397961184	0	0	0	0
CSSed11-243R1	0	0	0	0	0	0	0	0	0	0	0	0.00091271410751772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215127198224346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127385529947394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125513464171611	0	0	0	0	0	0	0	0	0	0	0	0.00058244610232206	0	0	0	0	0	0	0	0	0	0	0	0.00050285714285712	0	0
Caldarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239705380296218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292112950340796	0	0	0	0	0.00059009815299276	0	0	0	0	0	0
DHVEG-1	4.64281867378812e-05	0	0.00547466973459751	1.63567857568958e-05	0	0.00281425891181988	0.000288907996560619	0.00366793417908941	0	0.00450450450450448	0.00694056641404066	0.00428975630533325	0	0.00335072887981666	0.00241382639760546	0.00148030800794689	0.000183412741915082	0.0011625332152347	0.00692629377940407	0	0.00679133858267718	0	0.00061615444938195	0.0100728270122009	0	0	0	0.00247495580436063	0.00215127198224344	0.000154427356994618	0.00371537941904974	0.00251657745466164	0	0.00806643749361831	0	0	0	0	0	0	0.00062992634707326	0	0.0176857543405586	0.00559080936991342	0.00180027004050606	0.00244897959183672	0.00071252436204618	0.00204283768726011	0	0	0.00264601306468948	0	0	0	0.00246885552938505	0	0.00165618308351175	0.000153050292326058	0.00239616613418529	0	7.7826227006133e-05	1.63038782035083e-05	0.00135188418858782	0.000198772429661665	0.000143357592459489	0	0.00059332928362551	0	0.00184931288460924	0	0.000334049970449417	0	3.94386412073484e-05	0	4.3195376627688e-05	0.00098367985691928	0.00139625153005895	0	0.00153425519778123	0.000196463654223969	0.00309743187610272	0.00043960728415947	0.00298666666666665	0.00711001197882453	0.02269338473288
DSVV01	0	0	0.00142817471337327	3.94487185901604e-05	0.00020643503890727	0.00166297117516629	0	0	0	0	0	0	0	0.00248416106607096	0	0.00198672916856029	0	0	0	0	0	0.00143400585552389	0.00072818253108777	0	0	0	0.00053058440081859	0	0	0.00017514322195731	0	0.00575217703922664	0	0.00122528164460025	0	0.0025048705816866	0	0	0	0.00165630266751903	0.00072683809277682	0	0	0	0	0.00448979591836734	0	0	0.00179985601151907	0	0	0	0	0	0	0	0.00085318522483938	0.000413235789280355	0	0	0	0	0.000193126312655406	7.22808835133328e-05	0	0	0	0	0.00089277173739756	0	0	0.00112174914146829	3.24788809942869e-05	0	0	0.00053655264922869	0.000502650550821214	8.39336923830174e-05	0	0	0	0	0.00127999999999998	0	0
DSZF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099776259297333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDX01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033776176536816	0	0	0.00163370885946699	0	0	0	0	0	0.00409716975649446	0	0	0	0	0	0	0	0	0.00269978401727859	0	0	0	0	0.00722536907363631	0	0	0	0	0	0	0	4.40204711494722e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTGE01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225033755063259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTGL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00288709922504178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTIR01	0	0	0	0	0	0.00332594235033258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTMW01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088519075860846	0	0	0	0	0	0	0	0	0	0	0
DTNL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150022503375504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325078879433979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTNV01	0	0	0	0	0	0	0	0	0	0	0	0.00209924244729075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518906452697832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DXJG01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278568775535469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcaceae	0	0	0	0	0.000189232118998331	0	0.000123817712811694	0.00131238011912373	0.00313998244310892	0.00068501681404905	0.00065815715995212	0	0	0	0	0	6.95703503815827e-05	0	0.00627286983795085	0	0	0	0	0	0	0	0.00232446499406247	0.00494991160872126	0.00338057025781116	0	0.0155370412069354	0	0	0	0.00055715949956946	0	0	0.000239705380296218	0.00139068242773416	0	0	0	0	0	0	0	0	0	0.00314974802015838	0	0	0	0.00103133287496315	0	0	0	0.00070262312633832	0.00018366035079127	0	0.00277273161870159	0	0	0.000156915129032518	7.83042904727772e-05	0	0	0.00237331713450206	0	0.00277396932691386	0	0.00024839613187265	0	0.000153114724687352	0.00159334336549524	0	0	0.000153587668306486	0	0	0.000163719711853307	0	0	0.00059428571428569	0	0
EA-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194823267464514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4484-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47161759132627e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4484-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192040077929307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4484-217-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082285714285713	0	0
EX4484-36	0	0	0	0	0	0	0	0	0	0	0	0.0015516139827801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183792246690036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63038782035083e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4484-52	2.2285529634183e-05	0	0.00261832030785099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260185496954299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4484-6	0	2.03446985318333e-05	0	0	0	0	0	0	0	0	0.00077782209812523	0	0	0	0	0.00062328758229342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EX4572-44	0	0	0	0	0	0	0	0	0.00273482341819164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319610379727569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86666987111262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040359390765387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEN-987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177004369095187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31992007102049e-05	0	0	0	0	0	0	0	0	0	0	0	0
Fervidicoccaceae	0	0	0	0	0	0	0.000257953568357695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053058440081859	0	0.00133173979853166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17269663513621e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163719711853307	0	0	0	0	0
GCA-001856825	0	0	0	0	0	0	0	0	0.00248159902761834	0	0	0	0	0.00080879662616262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037045376954868	0	0	0	0	0	0	0	0	0.00360453500799843	0	0	0	0.00239794933987485	0	0	0	0	0	0.0049183618843683	0	0	0	0	0	0.000313830258065027	0	3.69478331081157e-05	0	0	0	0	0	0	0.00035423657098998	0	0	5.29754619018816e-06	0	0	0	0	0	0	0	0	0	0
GCA-020350865	0	0	0	0	0	0	0	0	0	0	0	0.0019166996257872	0	0.00121319493924396	0	0	0	0.00365367581930913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129418313387142	0	0	0	0	0	0	0	0	0	0	0	0	0.0164686825053996	0	0	0.00471669589405575	0.000220999901777822	0	0	0	0	0	0	0	0.00035670354044475	0	0.00042246380893368	0	0	0	0.00156808453529601	0	0.00197685170423745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-020356005	0	0	0	0	0	0	0.000103181427343078	0	0	0	0.00113681691264459	0.00292068514405671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086106468115281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114103149246918	0	0	0	0	0	1.62570465675709e-05	0.00418007975784366	0	0	0	0	0	0	0	0.0009737098344693	0	0	0	0	0.00059009815299276	0	0	0	0	0	0
GCA-2685855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000295197142491661	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-2686295	0	1.5258523898875e-05	0.00178521839171658	0	0	0	0.000268271711092003	0	0	0.00188898575995348	0	0	0	0.00335072887981667	0	0	0	0	0	0	0	0.00113525463562308	0	0	0	0	0.0007958766012279	0	0	0	0	0	0.00182919858237108	0	0	0	0	0.00030507957492246	0	0.00095891207066889	0	0	0	0	0	0	0	0	0.00341972642188626	0	0	0.00126987966378423	0	0	0	0	0.00155580835117773	0	0.00319488817891374	0	0	0	0	0	2.06907865405448e-05	0	0	0	0	0	0.000231265364157295	0	2.55191207812253e-05	0	0	0	0.000530575581422403	0	0	0	0	0	0	0	0.00163654216823652
GCA-2687185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00513410639992917	0	0	0	0	0	0	0	0	0	0	0
GCA-2687795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038579921575239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008608870324905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-2687815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138650850199308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112317484088355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196463654223969	0.0003920799843168	0	0	0	0
GCA-2688035	0	0	0	0	0	0.00370970492921712	0	0	0	0	0	0	0	0	0	0	0	0.0011625332152347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147183444092589	0	0	0	0.000275490526186905	0	0.00152978296204224	0	0	0.000132774339950592	0	0	0	0	0	0	0	0.000205569212584262	0	0	0	5.29754619018816e-06	0	0	0	0	0	0	0	0	0	0
GCA-2688095	0	0	0.00142817471337327	0	0	0	0.000134135855546002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113231582175459	0	0	0	0	0.00107991360691143	8.9266708324464e-05	0	0	0.00084716629014831	0	0	0	0	0.000168355321558664	0	0	0	0	0	0	1.92128732162202e-05	0.00144140681304951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051953588127939	0	0	0
GCA-2688965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112685675260371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197984161267098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLR71	0	0	0	0	0	0	0	0	0	0	0	0.00501992759134745	0	0	0	0.00066224305618677	0	0	0	0	0	0	0	0	0	0	0.00041688774350034	0	0	0	0	0	0	0	0.00157017677151393	0	0	0	0	0	0	0.00092656387351215	0	0	0	0	0	0	0	0	0.0026460130646895	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92128732162202e-05	0	0	0	0	0	9.42192224344533e-05	0	0	0	0	0	0	0	0	0	0	0	0.00150857142857142	0	0
GW2011-AR1	0.000298997522591956	3.68747660889479e-05	0.00499861149680641	0.00019628142908275	0.000860145995446931	0.00946614361248504	0.00295098882201201	0.0258774438873372	0.00248159902761834	0.0097978162494291	0.00875548464299955	0.0121390976299856	0.0148099606815203	0.0163685031485296	0.0218531749863216	0.00292166054200043	0.00253615550027403	0.0112931798051373	0.00653423941453215	0.00159252331558774	0	0.00382401561473039	0.00156839314388139	0	0.0171438270906416	0.00730538010805875	0.00314560751913892	0.00742486741308192	0.0113710090490012	0.000792852649935774	0.00934474217518576	0.0234880562435088	0.00411569681033496	0.0116742112249412	0.004068952708977	0.00932368494294462	0.00453800579856291	0.00444544523458438	0.014502831032085	0.00412622769802984	0.010498772451221	0.00420517450286283	0.0282900176138609	0.00184001321035123	0.0155023253488023	0.00877551020408163	0.00813116036688014	0.00222855020428375	0.0131389488840892	7.55333685822387e-05	0.00719384801962459	0.0185946665054121	0.00296508201551907	0.00829579412158245	0	0.00028176554289176	0.0116601980728051	0.00382115563174055	0.0108397991784573	0.0216081843388469	0.00060963877821471	0.00111083756826568	0.00159329207940708	0.00149982833290164	0.000956702558612802	0.00288281362609905	0.00293839264271685	0.0036414419588086	0.00329475284039572	0.00019098863205703	0.000633838405468125	0.00481171342261403	0.000929514641788862	0.0105632763860612	0.000216656055726926	0.0008495416946121	0.00108907619344598	0.00239490802266207	0.0038946478097523	0.000987775594848278	0.00462654381493824	0.00808610974196381	0.010575238095238	0.0183160091193631	0.0436411244863077
GW2011-AR10	0	0	0	0	0	0	0	0.00191809402025775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GW2011-AR15	0	0	0	6.25406514234252e-05	0	0	0.00271711092003438	0	0	0.00112093660480755	0.00059832469086555	0	0.00255570117955437	0.00138650850199308	0	0	6.32457730741662e-05	0.00099645704162976	0	0.000412028619638715	0	0	0	0.00340489927172988	0	0	0	0	0.00338057025781114	0	0	0	0	0	0	0	0	0.00037045376954868	0.00178802026422966	0	0	0	0.00107839965491211	0	0.00150022503375504	0	0.00048200177432535	0.00501423795963849	0	0.000192266756391153	0	0.00290258208864969	0	0	0	0.000150274956208939	0.00065243576017128	0.00356607181119717	0	0	0.00054694542868197	0	0	0	0	0	0.00156808453529601	0.0009397269571119	0	3.14569511623344e-05	0.000573880718464381	0.00097415057022246	0	0	0	0	0	0	0	0	0.0025485198980592	0	0.00191999999999998	0.00185478573360639	0.00894643051969305
GW2011-AR17	0	0	0	0	0.000292449638451967	0.00255841719256353	0	0	0.00207644000270106	0	0.00071798962903869	0	0	0	0.00096553055904219	0.0005843321084001	0	0	0	0	0	0	0	0	0	0.0189483296552774	0	0	0	0	0	0.00203722936805943	0	0	0	0	0	0	0.00099334459123869	0	0	0	0	0	0.00150022503375504	0	0	0.00092856258511821	0	0	0	0	0	0	0	0.000150274956208939	0	0	0	0	0.000103768302674844	0	0.00042246380893368	6.62574765538884e-05	0	0	0	0	0	0	0.000128480757865164	0.00245013628268076	0	0.00088519075860846	6.92756040255375e-06	0	0	0	0	0	0	0.00043960728415947	0.00146285714285712	0.00846245990957919	0
GW2011-AR18	0	0	0	0	0	0	0	0.0112057071709796	0.0140286312377608	0.00080956532569434	0	0.00565882746660985	0	0.00340850006739972	0.00096553055904219	0	0	0	0.0100627286983795	0	0	0	0	0	0.00441326241937308	0	0.00303191086182066	0.00406599882144963	0.0053269591941267	6.21475948880778e-05	0	0.00431413277941998	0	0	0	0.00194823267464514	0	0	0.00973477699413927	0	0.00455485204806822	0.00285096576465276	0	0	0.00360054008101215	0	0	0	0.0148488120950324	0	0.00297676469777568	0	0	0	0	9.86179400121159e-05	0.00707641862955031	0	0	0	0	0	0.00309002100248648	0	0	0	0	0.0272912370461249	0	0	0	0.00197782085469411	0	0.00185890059307779	0.00036267816225132	0	0	0.00093166398545148	0.00118019630598553	0.000180091683038638	0.00180356792785728	0	0	0.00255033038370879	0
GW2011-AR20	0	4.5775571696625e-05	0	1.63567857568958e-05	0	0	0	0	0	0.00255324448872834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012913479686103	0	0	0	0	0	0	0	0.00088017715311588	0	0	0	0	0	0.000220999901777822	0	0	0	0	0.00056628608160639	0	0.0043981260158715	7.13407080889554e-05	0	0.00068801248883487	0.000192749022702221	0	0	0.00046618729427718	0	0	0	0	0.00038375628523914	0	0.00106222891033017	4.27878730745967e-05	0	0	0	0	0.000474787164374571	0	0	0	0	0
GW2011-AR4	3.15711669817593e-05	1.39869802406354e-05	0	0	0	0	0.000175408426483233	0.00454285425850524	0	0.00249097023290569	0.00065815715995212	0.00209924244729075	0.00104849279161203	0	0.0010620836149464	0.00362285907208059	0.00122064342033138	0	0	0	0	0.00364476488278993	0.00823406400537735	0.00468173649862857	0	0	0	0	0.00163906436742357	0.000423733601509607	0	0.00551250299592554	0	0	0.00146887504431948	0	0	0	0	0.00374847445806937	0	0	0.00399007872317481	0	0	0.00469387755102042	0.00037721877990681	0	0.00125989920806334	0	0	0	0.000552499754444551	0	0	7.51374781044693e-05	0.00090337259100642	0	0.00456412596987678	0.00124294865665932	6.48551891717775e-05	0.00041900966983014	0.000748364461539696	0	3.99036597567651e-05	0	0.00398378233291422	0	0.00213627522877275	0	9.42192224344533e-05	0	0	0.00088519075860846	7.33506395564514e-06	0	0.00047472552022005	0	0	0.000720366732154543	0	0	0.00155428571428569	0	0
GW2011-AR5	3.71425493903052e-05	0	0.00226127662950765	0	0	0	0	0	0	0	0	0	0.00209698558322409	0	0.00502075890701938	0	0.000132816123455749	0	0	0	0	0	0	0	0.00356455810795518	0	0	0.00388921626399528	0	0.000152544096543464	0	0	0.00182919858237108	0.00183792246690036	0	0	0	0	0	0.00252804091358166	0	0.001568031170559	0	0	0	0	0.000251479186604542	0	0	0	0.00157107025715937	0	0	0	0	0.000164363233353526	0.0057213597430407	0	0.00228206298493836	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63984014204096e-05	0	0	0	0	0	0	0	0	0	0.00393142857142857	0.00185478573360639	0
